sort_date,incident_date_raw,id,type,agency,title,incident_location,summary_short
2025-01-01,Late 2025,fbi-029-fbi-photo-b1,pdf,FBI,FBI Photo B1,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-030-fbi-photo-b10,pdf,FBI,FBI Photo B10,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-031-fbi-photo-b11,pdf,FBI,FBI Photo B11,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-032-fbi-photo-b12,pdf,FBI,FBI Photo B12,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-033-fbi-photo-b13,pdf,FBI,FBI Photo B13,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-034-fbi-photo-b14,pdf,FBI,FBI Photo B14,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-035-fbi-photo-b15,pdf,FBI,FBI Photo B15,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-036-fbi-photo-b16,pdf,FBI,FBI Photo B16,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-037-fbi-photo-b17,pdf,FBI,FBI Photo B17,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-038-fbi-photo-b18,pdf,FBI,FBI Photo B18,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-039-fbi-photo-b19,pdf,FBI,FBI Photo B19,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-040-fbi-photo-b2,pdf,FBI,FBI Photo B2,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-041-fbi-photo-b20,pdf,FBI,FBI Photo B20,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-042-fbi-photo-b21,pdf,FBI,FBI Photo B21,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-043-fbi-photo-b22,pdf,FBI,FBI Photo B22,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-044-fbi-photo-b23,pdf,FBI,FBI Photo B23,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-045-fbi-photo-b24,pdf,FBI,FBI Photo B24,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-046-fbi-photo-b3,pdf,FBI,FBI Photo B3,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-047-fbi-photo-b4,pdf,FBI,FBI Photo B4,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-048-fbi-photo-b5,pdf,FBI,FBI Photo B5,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-049-fbi-photo-b6,pdf,FBI,FBI Photo B6,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-050-fbi-photo-b7,pdf,FBI,FBI Photo B7,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-051-fbi-photo-b8,pdf,FBI,FBI Photo B8,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-052-fbi-photo-b9,pdf,FBI,FBI Photo B9,Western United States,The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a
2025-01-01,Late 2025,fbi-053-usper-statement-about-uap-sighting,pdf,FBI,USPER Statement about UAP Sighting,United States,This is an FBI 302 interview conducted with a senior US intelligence official regarding his first-hand account of a UAP encounter at a US military facility. USPER relayed to FBI agents that he and oth
2026-03-23,3/23/26,dow-036-dow-uap-d51-email-correspondence-pacific-time-zone-march-202,pdf,DoW,"DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023",Pacific Time Zone,This document is email correspondence describing the content of a mission report and requesting clarification on its content. All descriptive and estimative language contained in this report reflects 
,N/A,dow-007-38-143685-box-incident-summaries-101-172,pdf,DoW,38_143685_box_Incident_Summaries_101-172,N/A,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narra"
,N/A,dow-008-38-143685-box-incident-summaries-173-233,pdf,DoW,38_143685_box_Incident_Summaries_173-233,N/A,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narra"
,N/A,dow-009-38-143685-box7-incident-summaries-1-100,pdf,DoW,38_143685_box7_Incident_Summaries_1-100,N/A,"Each of these incident summaries includes a ""Check-List - Unidentified Flying Objects"" that contains details about the incident. Many summaries also include witness lists or statements and other narra"
,N/A,dow-022-dow-uap-d3-mission-report-arabian-gulf-2020,pdf,DoW,"DOW-UAP-D3, Mission Report, Arabian Gulf, 2020",N/A,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-029-dow-uap-d4-mission-report-arabian-gulf-2020,pdf,DoW,"DOW-UAP-D4, Mission Report, Arabian Gulf, 2020",N/A,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-034-dow-uap-d5-mission-report-arabian-gulf-2020,pdf,DoW,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020",Mediterranean Sea,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-038-dow-uap-d54-mission-report-mediterranean-sea-na,pdf,DoW,"DOW-UAP-D54, Mission Report, Mediterranean Sea, NA",Mediterranean Sea,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-043-dow-uap-d6-mission-report-arabian-gulf-2020,pdf,DoW,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020",Pacific Ocean,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-050-dow-uap-d7-mission-report-arabian-gulf-2020,pdf,DoW,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020",N/A,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-053-dow-uap-d8-mission-report-djibouti-2025,pdf,DoW,"DOW-UAP-D8, Mission Report, Djibouti, 2025",Mediterranean Sea,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to rep"
,N/A,dow-054-dow-uap-pr19-unresolved-uap-report-middle-east-may-2022,video,DoW,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022",Middle East,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infr
,N/A,dow-055-dow-uap-pr20-unresolved-uap-report-kuwait-may-2022,pdf,DoW,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022",Iraq,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. mi
,N/A,dow-056-dow-uap-pr21-unresolved-uap-report-iraq-may-2022,video,DoW,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022",Iraq,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an
,N/A,dow-057-dow-uap-pr22-unresolved-uap-report-syria-july-2022,video,DoW,"DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022",Syria,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 14 seconds of video footage from an 
,N/A,dow-058-dow-uap-pr23-unresolved-uap-report-iraq-december-2022,video,DoW,"DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022",Iraq,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an infra
,N/A,dow-059-dow-uap-pr26-unresolved-uap-report-united-arab-emirates-octo,video,DoW,"DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023",United Arab Emirates,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 43 seconds of video footage from an infrar
,N/A,dow-060-dow-uap-pr27-unresolved-uap-report-united-arab-emirates-octo,video,DoW,"DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023",United Arab Emirates,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 57 seconds of video foota
,N/A,dow-061-dow-uap-pr28-unresolved-uap-report-greece-january-2024,video,DoW,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024",Greece,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and five seconds of video
,N/A,dow-062-dow-uap-pr29-unresolved-uap-report-united-arab-emirates-june,video,DoW,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024",Gulf of Oman,The United States Northern Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 21 seconds of video footage from an
,N/A,dow-063-dow-uap-pr31-unresolved-uap-report-syria-october-2024,video,DoW,"DOW-UAP-PR31, Unresolved UAP Report, Syria, October 2024",Syria,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from a
,N/A,dow-064-dow-uap-pr32-unresolved-uap-report-syria-october-2024,video,DoW,"DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024",Syria,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of six seconds of video footage from a 
,N/A,dow-065-dow-uap-pr33-unresolved-uap-report-syria-october-2024,video,DoW,"DOW-UAP-PR33, Unresolved UAP Report, Syria, October 2024",Syria,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from a
,N/A,dow-066-dow-uap-pr34-unresolved-uap-report-greece-october-2023,video,DoW,"DOW-UAP-PR34, Unresolved UAP Report, Greece, October 2023",Greece,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 57 seconds of video 
,N/A,dow-067-dow-uap-pr35-unresolved-uap-report-greece-october-2023,video,DoW,"DOW-UAP-PR35, Unresolved UAP Report, Greece, October 2023",Greece,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 24 seconds of video footage from an 
,N/A,dow-068-dow-uap-pr36-unresolved-uap-report-middle-east-may-2020,video,DoW,"DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020",Middle East,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 17 seconds of video 
,N/A,dow-069-dow-uap-pr37-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an infr
,N/A,dow-070-dow-uap-pr38-unresolved-uap-report-middle-east-2013,video,DoW,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013",Middle East,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 46 seconds of video footage
,N/A,dow-071-dow-uap-pr39-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infr
,N/A,dow-072-dow-uap-pr40-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and three seconds of video foot
,N/A,dow-073-dow-uap-pr41-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 34 seconds of video footage
,N/A,dow-074-dow-uap-pr42-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 53 seconds of video foota
,N/A,dow-075-dow-uap-pr43-unresolved-uap-report-africa-2025,video,DoW,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025",Djibouti,The United States Africa Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of two seconds of video footage from an infrar
,N/A,dow-076-dow-uap-pr44-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020",Arabian Gulf,The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five minutes and 11 seconds of video
,N/A,dow-077-dow-uap-pr45-unresolved-uap-report-middle-east-2020,video,DoW,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020",Southern United States,The Department of the Air Force submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 58 seconds of video footage from an infrared
,N/A,dow-078-dow-uap-pr46-unresolved-uap-report-indopacom-2024,video,DoW,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024",East China Sea,The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an
,N/A,dow-079-dow-uap-pr47-unresolved-uap-report-indopacom-2023,video,DoW,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023",Japan,The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 59 seconds of video fo
,N/A,dow-080-dow-uap-pr48-unresolved-uap-report-indopacom-2024,video,DoW,"DOW-UAP-PR48, Unresolved UAP Report, INDOPACOM, 2024",Indo-PACOM,The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 39 seconds of video fo
,N/A,dow-081-dow-uap-pr49-unresolved-uap-report-department-of-the-army-20,video,DoW,"DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026",North America,The Department of the Army submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 49 seconds of video from an infrar
,N/A,fbi-001-65-hs1-834228961-62-hq-83894-section-10,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_10,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-002-65-hs1-834228961-62-hq-83894-section-2,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_2,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-003-65-hs1-834228961-62-hq-83894-section-3,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_3,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-004-65-hs1-834228961-62-hq-83894-section-4,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_4,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-005-65-hs1-834228961-62-hq-83894-section-5,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_5,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-006-65-hs1-834228961-62-hq-83894-section-6,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_6,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-007-65-hs1-834228961-62-hq-83894-section-7,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_7,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-008-65-hs1-834228961-62-hq-83894-section-9,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_9,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-009-65-hs1-834228961-62-hq-83894-serial-130,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_130,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-010-65-hs1-834228961-62-hq-83894-serial-153,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_153,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-011-65-hs1-834228961-62-hq-83894-serial-164,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_164,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-012-65-hs1-834228961-62-hq-83894-serial-220,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_220,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-013-65-hs1-834228961-62-hq-83894-serial-403,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_403,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-014-65-hs1-834228961-62-hq-83894-serial-438,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_438,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-015-65-hs1-834228961-62-hq-83894-serial-449,pdf,FBI,65_HS1-834228961_62-HQ-83894_Serial_449,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-016-65-hs1-834228961-62-hq-83894-sub-a,pdf,FBI,65_HS1-834228961_62-HQ-83894_SUB_A,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-019-65-hs1-834228961-62-hq-83894-section-1,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_1,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,N/A,fbi-020-65-hs1-834228961-62-hq-83894-section-8,pdf,FBI,65_HS1-834228961_62-HQ-83894_Section_8,N/A,"The FBI's 62-HQ-83894 case file includes investigative records, eyewitness testimonies, and public reports concerning Unidentified Flying Objects and flying discs documented between June 1947 and July"
,,nasa-001-255-413270-ufo-s-and-defense-what-should-we-prepare-for,pdf,NASA,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,N/A,"This file contains an independent report on UFOs written by the French association COMETA (previously published in the French magazine VDS in 1999), which details the results of a study by the Institu"
